vehicle_id,lane,speed,frame_start,frame_end,initial_frame,x,y,w,h,moto,plate,radar,sema
36,2,28.01,2093,2133,2093,868,896,109,29,False,True,True,False
37,1,26.31,2102,2142,2102,35,821,111,30,False,True,True,False
38,3,22.87,2105,2145,2105,1688,862,104,36,False,True,True,False
39,1,47.21,2230,2270,2230,140,874,114,32,False,True,True,False
40,2,29.05,2279,2319,2279,822,894,112,28,False,True,True,False
41,1,39.48,2280,2320,2280,72,825,114,36,False,True,True,False
42,3,50.46,2316,2356,2316,1676,876,108,27,False,True,True,False
43,2,32.44,2339,2379,2339,895,820,111,30,False,True,True,False
44,2,33.89,2380,2420,2380,885,876,111,29,False,True,True,False
45,3,43.84,2395,2435,2395,1669,877,104,31,False,True,True,False
46,2,36.1,2418,2458,2418,962,898,115,28,False,True,True,False
47,3,47.83,2481,2521,2481,1741,911,107,37,False,True,True,False
48,3,52.35,2520,2560,2520,1736,857,104,29,False,True,True,False
49,1,52.05,2523,2563,2523,45,842,103,32,False,True,True,False
50,2,51.23,2539,2579,2539,829,857,107,23,False,True,True,False
51,1,48.3,2576,2616,2576,151,900,111,25,False,True,True,False
52,2,54.78,2622,2662,2622,1008,778,105,35,False,True,True,False
53,3,56.02,2650,2690,2650,1605,905,105,28,False,True,True,False
54,1,53.66,2688,2728,2688,81,860,122,30,False,True,True,False
55,1,50.17,2775,2815,2775,76,863,105,32,False,True,True,False
56,3,49.51,2791,2831,2791,1575,878,102,30,False,True,True,False
57,3,48.96,2845,2885,2845,1734,863,109,29,False,True,True,False
58,3,43.63,2895,2935,2895,1683,884,112,38,False,True,True,False
59,2,49.39,2934,2974,2934,801,897,117,23,False,True,True,False
60,2,48.82,2977,3017,2977,827,888,125,31,False,True,True,False
61,2,49.56,3002,3042,3002,658,915,123,29,False,True,True,False
62,3,43.19,3010,3050,3010,1652,877,103,32,False,True,True,False
63,2,51.04,3039,3079,3039,934,785,117,27,False,True,True,False
64,3,45.53,3054,3094,3054,1695,901,110,34,False,True,True,False
65,1,45.96,3079,3119,3079,42,858,120,32,False,True,True,False
66,2,48.66,3095,3135,3095,807,914,112,36,False,True,True,False
67,3,45.4,3096,3136,3096,1628,888,107,27,False,True,True,False
68,1,47.96,3110,3150,3110,60,914,123,30,False,True,True,False
69,2,55.77,3146,3186,3146,804,735,102,29,False,True,True,False
70,3,46.53,3149,3189,3149,1627,856,117,29,False,True,True,False
71,1,48.36,3166,3206,3166,23,843,114,27,False,True,True,False
72,2,50.81,3214,3254,3214,774,887,111,29,False,True,True,False
73,3,48.14,3219,3259,3219,1557,862,102,29,False,True,True,False
74,3,50.5,3266,3306,3266,1609,847,101,29,False,True,True,False
75,3,21.0,4311,4351,4311,1748,858,107,29,False,True,True,True
76,1,22.39,4376,4416,4376,78,892,109,28,False,True,True,True
77,2,21.8,4389,4429,4389,742,888,109,34,False,True,True,True
78,3,29.39,4391,4431,4391,1649,882,104,27,False,True,True,True
79,1,23.33,4444,4484,4444,7,715,100,28,False,True,True,False
80,2,26.03,4448,4488,4448,792,885,110,23,False,True,True,False
81,3,33.0,4467,4507,4467,1567,848,105,23,False,True,True,False
82,2,28.29,4489,4529,4489,825,847,112,31,False,True,True,False
83,2,33.5,4553,4593,4553,841,890,120,24,False,True,True,False
84,3,53.45,4593,4633,4593,1683,852,114,30,False,True,True,False
85,3,46.79,4691,4731,4691,1587,804,111,27,False,True,True,False
86,3,47.82,4736,4776,4736,1550,722,96,30,False,True,True,False
87,2,48.1,4787,4827,4787,755,822,103,32,False,True,True,False
88,1,51.12,4795,4835,4795,35,864,112,25,False,True,True,False
89,2,45.17,4831,4871,4831,970,901,109,31,False,True,True,False
90,1,53.45,4878,4918,4878,69,863,108,24,False,True,True,False
91,3,49.0,4888,4928,4888,1697,917,112,23,False,True,True,False
92,2,44.66,4907,4947,4907,830,838,108,18,False,True,True,False
93,1,50.58,4936,4976,4936,215,890,108,27,False,True,True,False
94,3,46.38,4949,4989,4949,1684,902,114,30,False,True,True,False
95,1,53.4,4964,5004,4964,140,863,117,31,False,True,True,False
96,2,42.97,4967,5007,4967,900,864,115,31,False,True,True,False
97,3,47.88,5006,5046,5006,1647,870,105,34,False,True,True,False
98,2,46.8,5009,5049,5009,808,870,115,28,False,True,True,False
99,2,47.4,5062,5102,5062,772,858,117,32,False,True,True,False
100,3,48.86,5076,5116,5076,1692,883,111,29,False,True,True,False
101,1,52.07,5108,5148,5108,37,852,107,30,False,True,True,False
102,2,49.14,5135,5175,5135,898,838,114,27,False,True,True,False
103,3,50.55,5173,5213,5173,1525,905,105,31,False,True,True,False
104,2,47.63,5220,5260,5220,794,871,117,31,False,True,True,False
105,3,48.29,5224,5264,5224,1676,842,100,27,False,True,True,False
106,2,44.33,5290,5330,5290,781,882,109,23,False,True,True,False
107,3,45.87,5297,5337,5297,1611,868,107,27,False,True,True,False
108,2,43.61,5321,5361,5321,822,914,112,24,False,True,True,False
109,2,47.61,5351,5391,5351,823,912,111,38,False,True,True,False
110,3,49.05,5359,5399,5359,1774,883,114,37,False,True,True,False
111,1,52.25,5437,5477,5437,11,649,101,32,False,True,True,False
112,2,47.32,5438,5478,5438,704,805,101,30,False,False,True,False
113,3,53.96,5449,5489,5449,1797,869,96,35,False,True,True,False
114,2,45.92,5467,5507,5467,868,905,122,24,False,True,True,False
115,3,48.44,5508,5548,5508,1624,901,114,34,False,True,True,False
116,1,46.22,5527,5567,5527,34,895,114,27,False,True,True,False
117,3,48.77,5547,5587,5547,1736,827,115,34,False,True,True,False
118,2,50.15,5551,5591,5551,840,918,112,29,False,True,True,False
119,2,46.28,5595,5635,5595,884,902,110,29,False,True,True,False
120,1,46.95,5598,5638,5598,68,782,109,31,False,True,True,False
121,3,48.59,5624,5664,5624,1729,914,98,31,False,True,True,False
122,3,52.03,5678,5718,5678,1705,836,105,32,False,True,True,False
123,3,20.04,6657,6697,6657,1497,621,89,25,False,True,True,True
124,2,20.16,6695,6735,6695,857,914,109,23,False,True,True,True
125,1,20.36,6738,6778,6738,51,848,101,31,False,True,True,True
126,3,21.51,6764,6804,6764,1720,905,108,34,False,True,True,False
127,2,26.55,6800,6840,6800,934,865,111,29,False,True,True,False
128,1,20.26,6860,6900,6860,36,895,117,29,False,True,True,False
129,2,32.22,6875,6915,6875,856,885,97,21,False,True,True,False
130,3,54.95,7048,7088,7048,1611,862,107,32,False,True,True,False
131,3,55.71,7090,7130,7090,1612,883,104,32,False,True,True,False
132,2,45.66,7108,7148,7108,804,867,111,32,False,True,True,False
133,3,51.87,7132,7172,7132,1650,878,107,28,False,True,True,False
134,2,46.14,7158,7198,7158,784,864,115,25,False,True,True,False
135,3,49.49,7177,7217,7177,1710,861,107,29,False,True,True,False
136,2,43.88,7195,7235,7195,890,915,115,29,False,True,True,False
137,1,42.98,7200,7240,7200,112,900,111,30,False,True,True,False
138,2,45.89,7262,7302,7262,795,868,107,29,False,True,True,False
139,3,46.5,7263,7303,7263,1642,829,94,30,False,True,True,False
140,3,49.31,7300,7340,7300,1662,862,108,29,False,True,True,False
141,2,45.89,7314,7354,7314,824,825,115,34,False,True,True,False
142,3,52.96,7333,7373,7333,1638,917,110,30,False,True,True,False
143,2,51.07,7359,7399,7359,831,831,115,27,False,True,True,False
144,2,47.68,7413,7453,7413,795,902,111,28,False,True,True,False
145,2,51.38,7459,7499,7459,817,858,117,31,False,True,True,False
146,3,47.56,7466,7506,7466,1658,852,115,34,False,True,True,False
147,3,47.02,7497,7537,7497,1657,883,108,30,False,True,True,False
148,1,56.66,7498,7538,7498,154,934,104,30,False,True,True,False
149,1,42.7,7592,7632,7592,22,851,116,32,False,True,True,False
150,2,50.53,7616,7656,7616,881,904,105,27,False,True,True,False
151,3,54.69,7638,7678,7638,1760,824,102,35,False,True,True,False
152,1,53.42,7661,7701,7661,131,892,115,25,False,True,True,False
153,3,49.97,7681,7721,7681,1756,843,105,32,False,True,True,False
154,3,56.75,7723,7763,7723,1625,861,105,36,False,True,True,False
155,1,50.99,7724,7764,7724,44,900,120,27,False,True,True,False
156,2,71.44,7745,7785,7745,841,838,105,35,False,True,True,False
157,1,53.03,7787,7827,7787,102,871,112,25,False,True,True,False
158,3,53.74,7869,7909,7869,1703,843,104,32,False,True,True,False
159,2,38.07,7883,7923,7883,836,911,120,29,False,True,True,False
160,1,56.21,7902,7942,7902,56,865,118,32,False,True,True,False
161,3,50.78,7908,7948,7908,1642,895,115,30,False,True,True,False
162,3,48.51,7949,7989,7949,1814,840,100,34,False,True,True,False
163,2,47.63,7950,7990,7950,862,829,107,30,False,True,True,False
164,1,41.68,7972,8012,7972,82,855,115,38,False,True,True,False
165,3,49.23,8008,8048,8008,1622,837,105,31,False,True,True,False
166,2,48.74,8026,8066,8026,849,865,109,28,False,True,True,False
167,3,45.61,8044,8084,8044,1723,881,111,38,False,True,True,False
168,2,48.83,8059,8099,8059,823,900,121,32,False,True,True,False
169,1,53.21,8073,8113,8073,14,792,109,23,False,True,True,False
170,2,51.2,8098,8138,8098,814,830,112,35,False,True,True,False
171,2,19.19,9103,9143,9103,901,868,115,27,False,True,True,True
172,1,17.84,9134,9174,9134,71,878,110,27,False,True,True,True
173,3,18.03,9147,9187,9147,1591,884,100,37,False,True,True,True
174,2,24.4,9214,9254,9214,843,876,108,28,False,True,True,False
175,3,21.63,9230,9270,9230,1689,869,108,34,False,True,True,True
176,2,27.19,9275,9315,9275,861,878,105,27,False,True,True,False
177,1,26.96,9285,9325,9285,78,891,115,30,False,True,True,False
178,3,25.27,9311,9347,9311,1582,642,79,21,False,True,True,False
179,2,32.42,9326,9366,9326,824,869,115,35,False,True,True,False
180,1,26.19,9352,9392,9352,101,849,102,29,False,True,True,False
181,3,27.1,9357,9397,9357,1670,878,102,31,False,True,True,False
182,2,34.91,9377,9417,9377,852,854,101,29,False,True,True,False
183,3,30.3,9396,9436,9396,1720,858,97,31,False,True,True,False
184,1,28.14,9398,9438,9398,30,863,123,28,False,True,True,False
185,2,35.99,9430,9470,9430,888,849,114,32,False,True,True,False
186,3,32.35,9454,9494,9454,1709,870,105,27,False,True,True,False
187,1,30.24,9465,9505,9465,127,857,116,28,False,True,True,False
188,2,36.78,9490,9530,9490,891,858,108,28,False,True,True,False
189,2,35.05,9519,9559,9519,884,914,117,27,False,True,True,False
190,3,37.21,9525,9565,9525,1594,768,109,24,False,True,True,False
191,2,38.86,9587,9627,9587,778,890,109,29,False,True,True,False
192,1,48.99,9618,9658,9618,162,788,109,27,False,True,True,False
193,3,51.35,9665,9705,9665,1607,828,57,42,True,True,True,False
194,3,47.13,9705,9745,9705,1650,863,109,29,False,True,True,False
195,2,49.19,9746,9786,9746,875,849,51,47,False,True,True,False
196,3,50.02,9755,9795,9755,1627,849,105,32,False,True,True,False
197,3,47.53,9799,9839,9799,1655,863,102,31,False,True,True,False
198,3,43.4,9858,9898,9858,1724,875,108,37,False,True,True,False
199,3,43.07,9902,9942,9902,1663,931,110,29,False,True,True,False
200,1,52.97,9927,9967,9927,65,850,114,34,False,True,True,False
201,3,43.74,9940,9980,9940,1622,889,97,30,False,True,True,False
202,3,41.44,9979,10019,9979,1604,858,102,30,False,True,True,False
203,3,39.02,10026,10066,10026,1742,862,111,31,False,True,True,False
204,2,48.5,10059,10099,10059,825,871,104,27,False,True,True,False
205,3,37.4,10075,10115,10075,1598,869,103,28,False,True,True,False
206,2,48.5,10111,10151,10111,709,885,109,27,False,True,True,False
207,3,42.67,10118,10158,10118,1618,874,102,25,False,True,True,False
208,2,49.97,10160,10200,10160,731,874,116,29,False,False,True,False
209,3,44.61,10179,10219,10179,1721,912,114,34,False,True,True,False
210,2,51.83,10204,10244,10204,805,845,104,27,False,True,True,False
211,3,46.58,10221,10261,10221,1682,852,105,32,False,True,True,False
212,3,48.1,10267,10307,10267,1684,782,104,32,False,False,True,False
213,1,41.52,10278,10318,10278,143,887,109,24,False,True,True,False
214,3,47.12,10299,10339,10299,1528,858,114,30,False,True,True,False
215,2,46.28,10329,10369,10329,834,864,121,22,False,True,True,False
216,3,43.31,10356,10396,10356,1614,858,103,25,False,True,True,False
217,3,48.27,10419,10459,10419,1628,850,104,36,False,True,True,False
218,2,45.64,10460,10500,10460,842,872,121,27,False,True,True,False
219,3,50.79,10489,10529,10489,1652,876,103,29,False,True,True,False
220,2,45.71,10501,10541,10501,728,876,122,30,False,True,True,False
221,2,19.52,11516,11556,11516,832,731,105,32,False,True,True,True
222,1,20.71,11523,11563,11523,104,745,111,28,False,True,True,True
223,2,18.42,11610,11650,11610,817,908,118,30,False,True,True,True
224,1,22.73,11670,11710,11670,97,842,114,29,False,True,True,True
225,3,23.39,11676,11716,11676,1627,872,105,29,False,True,True,False
226,2,23.47,11720,11760,11720,874,921,120,25,False,True,True,False
227,3,25.98,11743,11783,11743,1631,907,104,27,False,True,True,False
228,1,23.11,11763,11803,11763,80,870,110,27,False,True,True,False
229,2,23.13,11772,11812,11772,814,884,108,24,False,True,True,False
230,3,28.32,11794,11834,11794,1684,901,105,30,False,True,True,False
231,1,24.77,11807,11847,11807,130,909,58,37,True,True,True,False
232,2,23.78,11817,11857,11817,855,894,120,24,False,True,True,False
233,2,25.57,11869,11909,11869,828,848,104,25,False,True,True,False
234,3,33.11,11882,11922,11882,1683,909,104,34,False,True,True,False
235,1,27.52,11886,11926,11886,44,797,118,28,False,True,True,False
236,3,33.09,11944,11984,11944,1589,868,101,23,False,True,True,False
237,1,31.73,11947,11987,11947,17,856,118,31,False,True,True,False
238,2,33.36,11948,11988,11948,858,871,115,27,False,True,True,False
239,2,35.81,11995,12035,11995,820,947,128,30,False,True,True,False
240,3,29.91,11997,12037,11997,1630,892,100,29,False,True,True,False
241,1,39.7,12034,12074,12034,30,868,117,31,False,True,True,False
242,3,32.18,12048,12088,12048,1644,889,108,28,False,True,True,False
243,2,35.19,12074,12114,12074,824,898,112,31,False,True,True,False
244,2,34.85,12124,12164,12124,862,917,108,30,False,True,True,False
245,1,35.98,12153,12193,12153,52,858,116,29,False,True,True,False
246,2,32.84,12167,12207,12167,814,857,111,32,False,True,True,False
247,3,36.6,12176,12216,12176,1610,729,135,24,False,False,True,False
248,1,38.29,12210,12250,12210,29,856,116,31,False,True,True,False
249,3,38.5,12215,12255,12215,1697,864,107,32,False,True,True,False
250,2,35.58,12247,12287,12247,849,889,110,27,False,True,True,False
251,2,37.73,12284,12324,12284,805,863,105,30,False,True,True,False
252,3,38.33,12285,12325,12285,1471,862,98,31,False,True,True,False
253,1,49.32,12303,12343,12303,83,909,111,31,False,True,True,False
254,3,35.91,12317,12357,12317,1669,854,56,50,True,True,True,False
255,1,43.55,12350,12390,12350,63,834,111,22,False,True,True,False
256,2,40.58,12355,12395,12355,858,867,107,31,False,True,True,False
257,3,41.11,12397,12437,12397,1665,801,105,31,False,True,True,False
258,1,41.12,12416,12456,12416,82,872,122,28,False,True,True,False
259,2,43.5,12421,12461,12421,857,849,123,28,False,True,True,False
260,3,37.6,12437,12477,12437,1700,845,98,34,False,True,True,False
261,2,44.26,12480,12520,12480,843,861,121,27,False,True,True,False
262,3,39.93,12482,12522,12482,1640,907,102,27,False,True,True,False
263,2,42.19,12542,12582,12542,865,885,116,30,False,True,True,False
264,2,41.72,12594,12634,12594,796,842,117,25,False,True,True,False
265,3,43.39,12608,12648,12608,1611,796,105,29,False,True,True,False
266,2,41.63,12629,12669,12629,802,874,127,28,False,True,True,False
267,3,41.15,12656,12696,12656,1570,768,120,34,False,True,True,False
268,2,41.75,12680,12720,12680,720,891,97,25,False,True,True,False
269,3,38.67,12709,12749,12709,1668,909,102,36,False,False,True,False
270,2,38.15,12731,12771,12731,848,882,103,29,False,True,True,False
271,3,36.91,12770,12810,12770,1622,845,120,32,False,True,True,False
272,2,42.05,12777,12817,12777,789,889,108,36,False,True,True,False
273,3,35.54,12796,12836,12796,1644,878,102,34,False,True,True,False
274,2,38.89,12840,12880,12840,729,860,114,28,False,True,True,False
275,1,49.41,12861,12901,12861,172,865,108,37,False,True,True,False
276,3,43.32,12871,12911,12871,1590,807,128,34,False,True,True,False
277,2,42.28,12900,12940,12900,783,875,109,29,False,True,True,False
278,2,25.82,14001,14041,14001,896,892,116,29,False,True,True,True
279,1,20.29,14015,14055,14015,125,834,107,27,False,True,True,True
280,1,22.98,14077,14117,14077,61,814,120,23,False,True,True,False
281,2,34.55,14095,14135,14095,976,915,109,31,False,True,True,False
282,1,29.35,14155,14195,14155,32,881,111,28,False,True,True,False
283,3,54.07,14157,14197,14157,1603,878,102,27,False,True,True,False
284,1,37.55,14266,14306,14266,162,908,117,30,False,True,True,False
285,3,44.6,14326,14366,14326,1681,807,114,30,False,True,True,False
286,2,54.85,14423,14463,14423,802,870,104,24,False,True,True,False
287,3,52.48,14517,14557,14517,1585,880,122,28,False,True,True,False
288,2,49.67,14534,14574,14534,812,835,112,25,False,True,True,False
289,3,51.74,14546,14586,14546,1611,785,98,27,False,True,True,False
290,2,49.32,14660,14700,14660,874,825,100,27,False,True,True,False
291,3,47.36,14676,14716,14676,1500,857,98,24,False,True,True,False
292,2,48.83,14696,14736,14696,864,862,109,29,False,True,True,False
293,3,48.76,14720,14760,14720,1676,867,108,34,False,True,True,False
294,2,50.97,14738,14778,14738,867,814,105,28,False,True,True,False
295,3,48.19,14746,14786,14746,1703,869,104,25,False,True,True,False
296,1,48.13,14752,14792,14752,14,685,102,29,False,True,True,False
297,2,46.6,14782,14822,14782,803,871,107,32,False,True,True,False
298,2,44.2,14816,14856,14816,909,902,52,35,True,True,True,False
299,3,49.07,14820,14860,14820,1557,858,104,35,False,True,True,False
300,2,41.39,14842,14882,14842,814,864,117,30,False,True,True,False
301,1,48.05,14932,14972,14932,57,870,128,28,False,True,True,False
302,3,43.11,14946,14986,14946,1480,661,95,29,False,True,True,False
303,2,53.69,14998,15038,14998,732,794,109,29,False,True,True,False
304,3,40.61,15005,15045,15005,1549,805,121,36,False,True,True,False
305,3,45.64,15049,15089,15049,1616,881,110,30,False,True,True,False
306,3,44.64,15084,15124,15084,1687,882,105,34,False,True,True,False
307,2,48.78,15119,15159,15119,862,920,97,29,False,True,True,False
308,3,45.4,15128,15168,15128,1689,835,118,40,False,True,True,False
309,2,49.03,15154,15194,15154,767,822,110,32,False,True,True,False
310,3,47.2,15156,15196,15156,1681,863,101,27,False,True,True,False
311,3,46.53,15217,15257,15217,1708,809,107,38,False,True,True,False
312,2,46.11,15230,15270,15230,796,854,115,32,False,True,True,False
313,1,47.67,15262,15302,15262,128,857,110,31,False,True,True,False
314,2,48.3,15274,15314,15274,836,904,104,31,False,True,True,False
315,2,22.75,16442,16482,16442,854,884,108,27,False,True,True,True
316,3,18.43,16471,16511,16471,1725,880,98,27,False,True,True,True
317,1,17.44,16479,16519,16479,81,887,110,34,False,True,True,True
318,2,24.95,16518,16558,16518,850,864,107,23,False,True,True,False
319,1,19.08,16559,16599,16559,76,767,104,30,False,True,True,False
320,3,25.57,16574,16614,16574,1665,829,115,27,False,True,True,False
321,2,28.41,16607,16647,16607,829,867,102,32,False,True,True,False
322,1,20.94,16613,16653,16613,78,802,107,35,False,True,True,False
323,3,28.9,16635,16675,16635,1622,872,97,31,False,True,True,False
324,2,30.61,16640,16680,16640,852,877,109,27,False,True,True,False
325,3,34.21,16698,16738,16698,1637,836,98,29,False,True,True,False
326,2,35.14,16714,16754,16714,803,835,117,24,False,True,True,False
327,3,35.04,16742,16782,16742,1657,909,104,38,False,True,True,False
328,1,34.66,16765,16805,16765,63,823,115,31,False,True,True,False
329,1,35.98,16796,16836,16796,108,875,115,32,False,True,True,False
330,3,42.62,16829,16869,16829,1648,875,92,27,False,True,True,False
331,2,43.57,16837,16877,16837,874,918,120,29,False,True,True,False
332,1,40.17,16864,16904,16864,180,735,54,37,True,True,True,False
333,2,43.41,16883,16923,16883,845,911,107,34,False,True,True,False
334,1,46.77,16922,16962,16922,27,880,122,27,False,True,True,False
335,2,42.68,16923,16963,16923,931,864,58,35,True,True,True,False
336,2,43.49,16960,17000,16960,797,872,109,28,False,True,True,False
337,2,42.67,16992,17032,16992,862,864,111,24,False,True,True,False
338,3,43.3,17011,17051,17011,1798,865,103,30,False,True,True,False
339,2,49.33,17094,17134,17094,828,818,103,28,False,True,True,False
340,3,43.05,17114,17154,17114,1681,908,108,29,False,True,True,False
341,1,55.31,17115,17155,17115,94,842,116,29,False,True,True,False
342,2,47.57,17116,17156,17116,721,827,107,32,False,True,True,False
343,2,48.67,17159,17199,17159,828,841,115,34,False,True,True,False
344,3,45.94,17209,17249,17209,1771,840,98,24,False,False,True,False
345,2,45.38,17241,17281,17241,825,844,100,28,False,True,True,False
346,2,44.42,17259,17299,17259,903,864,57,31,True,True,True,False
347,3,44.54,17261,17301,17261,1668,840,102,32,False,True,True,False
348,1,50.2,17277,17317,17277,22,851,114,24,False,True,True,False
349,1,49.75,17323,17363,17323,116,902,118,31,False,True,True,False
350,3,44.58,17329,17369,17329,1665,852,109,34,False,True,True,False
351,3,47.74,17392,17432,17392,1687,841,101,27,False,True,True,False
352,2,46.92,17394,17434,17394,798,871,101,29,False,True,True,False
353,1,48.74,17429,17469,17429,154,902,116,30,False,True,True,False
354,2,51.07,17469,17509,17469,881,868,108,30,False,True,True,False
355,2,54.11,17520,17560,17520,750,861,60,36,True,True,True,False
356,3,43.76,17541,17581,17541,1776,842,97,35,False,True,True,False
357,3,44.83,17603,17643,17603,1647,872,101,25,False,True,True,False
358,3,45.88,17660,17700,17660,1643,876,104,34,False,True,True,False
359,3,47.13,17702,17742,17702,1716,844,87,31,False,True,True,False
360,1,62.43,17724,17764,17724,48,817,123,24,False,True,True,False
361,3,47.67,17748,17788,17748,1569,576,90,29,False,True,True,False
362,2,19.93,18833,18873,18833,882,884,111,22,False,True,True,True
363,1,23.55,18839,18879,18839,80,789,124,25,False,True,True,True
364,2,23.18,18891,18931,18891,878,794,98,30,False,True,True,False
365,1,23.12,18896,18936,18896,107,925,116,27,False,True,True,False
366,3,26.04,18897,18937,18897,1643,890,101,29,False,True,True,False
367,3,27.69,18950,18990,18950,1648,888,108,29,False,True,True,False
368,2,27.35,18951,18991,18951,851,888,111,29,False,True,True,False
369,1,37.74,18989,19029,18989,61,818,108,25,False,True,True,False
370,2,26.99,19020,19060,19020,970,855,110,27,False,False,True,False
371,3,45.69,19067,19107,19067,1734,838,98,30,False,True,True,False
372,1,41.05,19093,19133,19093,123,747,123,27,False,True,True,False
373,3,48.62,19106,19146,19106,1755,834,108,36,False,True,True,False
374,2,38.88,19107,19147,19107,978,868,102,27,False,True,True,False
375,2,48.38,19221,19261,19221,835,836,110,28,False,True,True,False
376,3,51.44,19253,19293,19253,1729,865,105,31,False,True,True,False
377,2,46.47,19258,19298,19258,883,898,117,30,False,True,True,False
378,1,43.15,19268,19308,19268,72,882,121,30,False,True,True,False
379,2,46.25,19330,19370,19330,827,864,110,37,False,True,True,False
380,2,44.44,19355,19395,19355,783,889,114,29,False,True,True,False
381,1,52.45,19396,19436,19396,132,863,112,31,False,True,True,False
382,2,48.18,19412,19452,19412,863,865,114,32,False,True,True,False
383,3,47.08,19469,19509,19469,1712,869,105,32,False,True,True,False
384,2,47.24,19472,19512,19472,808,842,110,29,False,True,True,False
385,2,80.01,19542,19582,19542,1010,856,57,47,True,True,True,False
386,3,50.12,19549,19589,19549,1655,872,100,30,False,True,True,False
387,1,58.72,19556,19596,19556,111,801,116,25,False,True,True,False
388,3,47.93,19611,19651,19611,1589,861,103,29,False,True,True,False
389,2,52.16,19646,19686,19646,787,854,111,32,False,True,True,False
390,3,44.66,19674,19714,19674,1707,870,109,27,False,True,True,False
391,1,46.93,19746,19786,19746,41,852,112,24,False,True,True,False
392,3,52.94,19772,19812,19772,1558,897,109,34,False,True,True,False
393,2,43.43,19787,19827,19787,748,858,114,30,False,True,True,False
394,1,48.12,19788,19828,19788,81,847,114,29,False,True,True,False
395,2,44.27,19825,19865,19825,858,870,107,30,False,True,True,False
396,1,48.67,19834,19874,19834,37,804,116,25,False,True,True,False
397,3,47.23,19843,19883,19843,1696,836,98,30,False,True,True,False
398,2,44.8,19854,19894,19854,785,845,110,30,False,True,True,False
399,3,44.11,19907,19947,19907,1807,851,100,32,False,True,True,False
400,2,47.12,19923,19963,19923,780,840,110,28,False,True,True,False
401,3,43.6,19943,19983,19943,1741,889,103,35,False,True,True,False
402,2,48.06,19962,20002,19962,584,917,110,25,False,True,True,False
403,3,43.84,20002,20042,20002,1701,862,98,29,False,True,True,False
404,3,43.31,20026,20066,20026,1500,857,47,37,True,True,True,False
405,3,42.94,20060,20100,20060,1601,872,125,37,False,True,True,False
406,1,45.54,20082,20122,20082,103,915,124,27,False,True,True,False
407,3,49.42,20146,20186,20146,1631,891,111,31,False,True,True,False
408,1,47.3,20152,20192,20152,145,871,114,30,False,True,True,False
409,3,49.0,20183,20223,20183,1701,855,114,31,False,True,True,False
410,2,16.64,21154,21194,21154,883,717,104,34,False,True,True,True
411,1,15.92,21171,21211,21171,92,772,91,32,False,True,True,True
412,1,22.3,21254,21294,21254,20,818,125,34,False,True,True,True
413,3,20.22,21277,21317,21277,1721,807,105,28,False,True,True,False
414,2,23.45,21291,21331,21291,811,814,101,30,False,True,True,False
415,1,27.2,21338,21378,21338,49,848,115,31,False,True,True,False
416,3,22.09,21342,21382,21342,1721,855,105,31,False,True,True,False
417,2,30.78,21356,21396,21356,827,783,114,27,False,True,True,False
418,3,39.02,21444,21484,21444,1649,717,91,25,False,True,True,False
419,2,25.35,21450,21490,21450,907,856,110,28,False,True,True,False
