vehicle_id,lane,speed,frame_start,frame_end,initial_frame,x,y,w,h,moto,plate,radar,sema
70,2,54.25,7712,7752,7712,840,863,105,34,False,True,True,False
71,3,55.63,7717,7757,7717,1640,867,103,34,False,True,True,False
72,2,44.55,8017,8057,8017,1002,871,111,32,False,True,True,False
73,1,49.71,8020,8060,8020,154,865,116,29,False,True,True,False
74,3,65.77,8083,8123,8083,1570,630,96,32,False,True,True,False
75,2,52.78,8088,8128,8088,918,910,111,31,False,True,True,False
76,3,55.14,8145,8185,8145,1691,912,104,37,False,True,True,False
77,1,41.88,8160,8200,8160,184,870,105,28,False,True,True,False
78,1,73.15,9268,9308,9268,183,688,111,31,False,True,True,False
79,3,54.15,9278,9318,9278,1641,892,100,30,False,True,True,False
80,2,40.5,9404,9444,9404,827,888,112,32,False,True,True,False
81,3,51.93,9443,9483,9443,1714,852,109,32,False,True,True,False
82,2,44.95,9474,9514,9474,823,909,110,29,False,True,True,False
83,3,49.56,9484,9524,9484,1698,851,110,35,False,True,True,False
84,3,56.86,9520,9560,9520,1743,856,108,31,False,True,True,False
85,2,46.08,9522,9562,9522,840,812,108,31,False,True,True,False
86,1,45.47,9567,9607,9567,158,880,118,32,False,True,True,False
87,3,53.54,9670,9710,9670,1641,908,116,24,False,True,True,False
88,3,51.12,9711,9751,9711,1656,812,118,30,False,True,True,False
89,2,48.92,9759,9799,9759,836,909,107,29,False,True,True,False
90,2,47.64,9846,9886,9846,756,896,107,30,False,True,True,False
91,3,50.84,9872,9912,9872,1630,769,96,32,False,True,True,False
92,3,48.2,9970,10010,9970,1690,872,100,30,False,True,True,False
93,2,54.65,10223,10263,10223,809,891,114,20,False,True,True,False
94,1,18.34,10912,10952,10912,115,728,100,24,False,True,True,True
95,2,17.35,11023,11063,11023,890,837,104,32,False,True,True,True
96,3,51.16,11113,11153,11113,1769,751,104,37,False,True,True,False
97,1,50.29,11119,11159,11119,5,789,121,31,False,True,True,False
98,2,33.52,11124,11164,11124,916,888,108,28,False,True,True,False
99,2,45.86,11204,11244,11204,768,874,117,34,False,True,True,False
100,3,56.55,11260,11300,11260,1631,870,117,29,False,True,True,False
101,2,54.17,11292,11332,11292,803,891,115,23,False,True,True,False
102,2,51.65,11385,11425,11385,892,892,117,28,False,True,True,False
103,2,50.67,11470,11510,11470,796,870,120,30,False,True,True,False
104,3,53.44,11474,11514,11474,1708,904,107,32,False,True,True,False
105,1,50.72,11516,11556,11516,82,795,115,27,False,True,True,False
106,2,62.38,11524,11564,11524,857,861,112,36,False,True,True,False
107,3,50.32,11532,11572,11532,1700,870,104,31,False,True,True,False
108,3,47.11,11602,11642,11602,1622,872,104,37,False,True,True,False
109,3,50.58,11650,11690,11650,1718,870,101,34,False,True,True,False
110,2,53.44,11676,11716,11676,890,923,110,24,False,True,True,False
111,1,36.35,11686,11726,11686,31,842,103,34,False,True,True,False
112,3,48.34,11701,11741,11701,1627,890,112,34,False,True,True,False
113,2,53.18,11710,11750,11710,855,870,107,35,False,True,True,False
114,3,49.9,11726,11766,11726,1742,904,105,37,False,True,True,False
115,2,50.79,11747,11787,11747,871,822,115,31,False,True,True,False
116,2,51.68,11846,11886,11846,930,876,117,38,False,True,True,False
117,3,58.8,11878,11918,11878,1624,707,88,32,False,True,True,False
118,2,48.05,11889,11929,11889,809,927,124,28,False,True,True,False
119,2,47.43,11932,11972,11932,754,889,141,34,False,True,True,False
120,1,21.81,12755,12795,12755,89,861,114,36,False,True,True,True
121,2,22.35,12808,12848,12808,890,888,107,32,False,True,True,True
122,1,23.74,12838,12878,12838,54,870,120,27,False,True,True,False
123,3,30.79,12848,12888,12848,1574,620,82,27,False,True,True,False
124,2,21.26,12851,12891,12851,868,867,103,30,False,True,True,False
125,3,36.46,12900,12940,12900,1785,827,102,36,False,True,True,False
126,3,58.06,13059,13099,13059,1587,849,108,31,False,True,True,False
127,1,51.38,13195,13235,13195,87,780,116,38,False,True,True,False
128,3,53.79,13210,13250,13210,1738,850,112,36,False,True,True,False
129,2,53.59,13241,13281,13241,811,801,114,28,False,True,True,False
130,3,51.26,13245,13285,13245,1609,817,104,40,False,True,True,False
131,3,49.53,13263,13303,13263,1640,852,117,40,False,True,True,False
132,2,51.09,13273,13313,13273,824,696,63,27,True,True,True,False
133,2,47.0,13346,13386,13346,791,869,108,32,False,True,True,False
134,2,46.93,13387,13427,13387,928,882,120,22,False,True,True,False
135,2,46.92,13428,13468,13428,814,911,115,35,False,True,True,False
136,3,53.14,13520,13560,13520,1643,880,110,27,False,True,True,False
137,2,49.2,13579,13619,13579,794,749,118,34,False,True,True,False
138,1,56.86,13605,13645,13605,89,888,136,29,False,True,True,False
139,3,53.72,13655,13695,13655,1695,890,111,25,False,True,True,False
140,1,54.64,13718,13758,13718,112,900,110,37,False,True,True,False
141,3,54.25,13730,13770,13730,1688,894,111,32,False,True,True,False
142,1,44.47,13747,13787,13747,171,915,118,35,False,True,True,False
143,3,52.95,13761,13801,13761,1678,890,122,31,False,True,True,False
144,3,54.35,13802,13842,13802,1600,849,109,36,False,True,True,False
