video_id,frame,track_id,class_id,class_name,conf,x1,y1,x2,y2,img_w,img_h,fps,center_x,center_y,vehicle_id,lane
video,72,19,2,car,0.9560170769691468,986.005126953125,362.7729797363281,1920.0,942.0912475585938,1920,1080,25.0,1453.0025634765625,652.4321136474609,1.0,3.0
video,73,19,2,car,0.9464467167854308,1005.2022094726562,326.0702514648437,1920.0,868.7537231445312,1920,1080,25.0,1462.601104736328,597.4119873046875,1.0,3.0
video,74,19,2,car,0.9481536149978638,1015.7214965820312,290.95953369140625,1920.0,801.491455078125,1920,1080,25.0,1467.8607482910156,546.2254943847656,1.0,3.0
video,75,19,2,car,0.9272597432136536,1023.8123779296876,260.1284484863281,1868.0810546875,739.1265869140625,1920,1080,25.0,1445.9467163085938,499.6275177001953,1.0,3.0
video,76,19,2,car,0.9365853071212769,1029.9638671875,226.7574920654297,1807.0008544921875,680.0791625976562,1920,1080,25.0,1418.4823608398438,453.41832733154297,1.0,3.0
video,77,19,2,car,0.9115023612976074,1031.9923095703125,196.48455810546875,1746.9683837890625,625.0556030273438,1920,1080,25.0,1389.4803466796875,410.7700805664063,1.0,3.0
video,78,19,2,car,0.941271722316742,1032.86279296875,168.2280731201172,1696.1007080078125,576.0390625,1920,1080,25.0,1364.4817504882812,372.1335678100586,1.0,3.0
video,79,19,2,car,0.8919055461883545,1034.2127685546875,140.8331756591797,1648.417236328125,527.6575927734375,1920,1080,25.0,1341.3150024414062,334.2453842163086,1.0,3.0
video,80,19,2,car,0.909892737865448,1034.93701171875,114.41010284423828,1602.4637451171875,479.6100769042969,1920,1080,25.0,1318.7003784179688,297.0100898742676,1.0,3.0
video,81,19,2,car,0.9214478731155396,1030.8009033203125,87.89673614501953,1565.6348876953125,439.5693664550781,1920,1080,25.0,1298.2178955078125,263.7330513000488,1.0,3.0
video,82,19,2,car,0.910965859889984,1026.7239990234375,62.47093963623047,1532.20703125,401.66546630859375,1920,1080,25.0,1279.4655151367188,232.0682029724121,1.0,3.0
video,83,19,2,car,0.8766751289367676,1017.7259521484376,38.046817779541016,1503.1329345703125,370.49114990234375,1920,1080,25.0,1260.429443359375,204.2689838409424,1.0,3.0
video,84,19,2,car,0.8290696740150452,1011.543212890625,8.96090030670166,1478.5654296875,335.5956420898437,1920,1080,25.0,1245.0543212890625,172.27827119827268,1.0,3.0
video,85,19,2,car,0.8136041164398193,1012.9533081054688,0.0,1445.8572998046875,300.4329528808594,1920,1080,25.0,1229.405303955078,150.2164764404297,1.0,3.0
video,86,19,2,car,0.7716361880302429,1017.7913818359376,0.0,1410.7884521484375,270.63836669921875,1920,1080,25.0,1214.2899169921875,135.31918334960938,1.0,3.0
video,87,19,2,car,0.8163467049598694,1025.1534423828125,0.0,1376.5291748046875,241.40362548828125,1920,1080,25.0,1200.84130859375,120.70181274414062,1.0,3.0
video,88,19,2,car,0.5734121203422546,1031.0743408203125,0.0,1345.1514892578125,214.77896118164065,1920,1080,25.0,1188.1129150390625,107.38948059082033,1.0,3.0
video,89,19,2,car,0.8317492008209229,1036.0709228515625,0.0,1316.7279052734375,189.85626220703125,1920,1080,25.0,1176.3994140625,94.92813110351562,1.0,3.0
video,90,19,2,car,0.7547020316123962,1039.10546875,0.0,1290.890625,166.76382446289062,1920,1080,25.0,1164.998046875,83.38191223144531,1.0,3.0
video,91,19,2,car,0.8404198884963989,1042.29345703125,0.0,1267.6444091796875,145.07058715820312,1920,1080,25.0,1154.9689331054688,72.53529357910156,1.0,3.0
video,92,19,2,car,0.7745671272277832,1046.65087890625,0.0,1239.37890625,117.83031463623048,1920,1080,25.0,1143.014892578125,58.91515731811524,1.0,3.0
video,93,19,2,car,0.6368140578269958,1049.2637939453125,0.0,1213.756103515625,94.63634490966795,1920,1080,25.0,1131.5099487304688,47.31817245483398,1.0,3.0
video,94,19,2,car,0.7168208360671997,1058.96630859375,0.0,1207.1561279296875,79.60089874267578,1920,1080,25.0,1133.0612182617188,39.80044937133789,1.0,3.0
video,99,29,2,car,0.8295397758483887,1316.5224609375,901.75439453125,1920.0,1076.637451171875,1920,1080,25.0,1618.26123046875,989.1959228515624,2.0,3.0
video,100,29,2,car,0.921461820602417,1188.2432861328125,843.5391845703125,1920.0,1077.2811279296875,1920,1080,25.0,1554.1216430664062,960.41015625,2.0,3.0
video,101,29,2,car,0.8972105979919434,1055.22705078125,779.2456665039062,1920.0,1076.92041015625,1920,1080,25.0,1487.613525390625,928.083038330078,2.0,3.0
video,102,29,2,car,0.9270578622817992,934.9522094726562,716.4689331054688,1920.0,1076.08056640625,1920,1080,25.0,1427.476104736328,896.2747497558594,2.0,3.0
video,103,29,2,car,0.944512128829956,825.2923583984375,655.3561401367188,1920.0,1077.0250244140625,1920,1080,25.0,1372.6461791992188,866.1905822753906,2.0,3.0
video,104,29,2,car,0.95440411567688,738.848876953125,598.7634887695312,1920.0,1076.429443359375,1920,1080,25.0,1329.4244384765625,837.5964660644531,2.0,3.0
video,105,29,2,car,0.9412661194801332,670.4298095703125,548.1065673828125,1920.0,1076.64013671875,1920,1080,25.0,1295.2149047851562,812.3733520507812,2.0,3.0
video,106,29,2,car,0.9488363265991212,651.46142578125,499.795654296875,1920.0,1047.445068359375,1920,1080,25.0,1285.730712890625,773.620361328125,2.0,3.0
video,107,29,2,car,0.9509546756744384,681.1153564453125,454.6983642578125,1920.0,989.0953979492188,1920,1080,25.0,1300.5576782226562,721.8968811035156,2.0,3.0
video,108,29,2,car,0.9542699456214904,726.2489013671875,412.9433898925781,1920.0,921.8015747070312,1920,1080,25.0,1323.1244506835938,667.3724822998047,2.0,3.0
video,109,29,2,car,0.9393776059150696,771.394775390625,375.198974609375,1920.0,856.4288940429688,1920,1080,25.0,1345.6973876953125,615.8139343261719,2.0,3.0
video,110,29,2,car,0.9577709436416626,809.6434326171875,338.0135803222656,1920.0,793.9736938476562,1920,1080,25.0,1364.8217163085938,565.9936370849609,2.0,3.0
video,111,29,2,car,0.9566195011138916,841.6879272460938,302.8148193359375,1920.0,735.4171142578125,1920,1080,25.0,1380.8439636230469,519.115966796875,2.0,3.0
video,112,29,2,car,0.9445717930793762,869.4487915039062,268.192138671875,1899.689208984375,679.427978515625,1920,1080,25.0,1384.5690002441406,473.81005859375,2.0,3.0
video,112,35,2,car,0.8391467928886414,1859.267822265625,411.0218200683594,1910.448486328125,619.05126953125,1920,1080,25.0,1884.858154296875,515.0365447998047,,
video,113,29,2,car,0.924103617668152,887.6441040039062,234.6307678222656,1836.0560302734373,631.4965209960938,1920,1080,25.0,1361.850067138672,433.0636444091797,2.0,3.0
video,113,35,2,car,0.8850772380828857,1844.07470703125,379.1842651367188,1900.5364990234373,605.1748657226562,1920,1080,25.0,1872.305603027344,492.1795654296875,,
video,114,29,2,car,0.9453818798065186,906.6051025390624,203.875228881836,1773.1512451171875,583.4069213867188,1920,1080,25.0,1339.878173828125,393.6410751342773,2.0,3.0
video,114,35,2,car,0.8727135062217712,1826.2979736328125,348.4700622558594,1891.337890625,601.9785766601562,1920,1080,25.0,1858.8179321289065,475.2243194580078,,
video,115,29,2,car,0.939967155456543,923.8037109375,174.6620635986328,1713.962158203125,536.2726440429688,1920,1080,25.0,1318.8829345703125,355.4673538208008,2.0,3.0
video,115,35,2,car,0.8827364444732666,1807.2349853515625,317.6800842285156,1883.7664794921875,605.3282470703125,1920,1080,25.0,1845.500732421875,461.50416564941406,,
video,116,29,2,car,0.9392026662826538,937.6793823242188,146.0094757080078,1663.0465087890625,492.2688293457031,1920,1080,25.0,1300.3629455566406,319.13915252685547,2.0,3.0
video,116,35,2,car,0.8924162983894348,1789.1981201171875,289.4113464355469,1876.7933349609373,603.4010009765625,1920,1080,25.0,1832.9957275390625,446.4061737060547,,
video,117,29,2,car,0.9333962202072144,940.73291015625,119.4028778076172,1625.5465087890625,460.5766906738281,1920,1080,25.0,1283.1397094726562,289.98978424072266,2.0,3.0
video,117,35,2,car,0.899634599685669,1771.85498046875,267.4551696777344,1870.3609619140625,600.87158203125,1920,1080,25.0,1821.1079711914065,434.1633758544922,,
video,118,29,2,car,0.89531010389328,951.8070068359376,94.9105453491211,1577.673583984375,418.8779602050781,1920,1080,25.0,1264.7402954101562,256.8942527770996,2.0,3.0
video,118,35,2,car,0.9220536351203918,1750.66943359375,245.5549468994141,1868.992919921875,626.4862060546875,1920,1080,25.0,1809.8311767578125,436.0205764770508,,
video,119,29,2,car,0.8867720365524292,957.0598754882812,69.95729064941406,1540.6109619140625,383.4385986328125,1920,1080,25.0,1248.835418701172,226.69794464111328,2.0,3.0
video,119,35,2,car,0.9218267798423768,1732.541015625,223.9613342285156,1864.18017578125,622.6316528320312,1920,1080,25.0,1798.360595703125,423.29649353027344,,
video,120,29,2,car,0.8857327103614807,959.931884765625,46.650428771972656,1508.3594970703125,352.0838623046875,1920,1080,25.0,1234.1456909179688,199.36714553833008,2.0,3.0
video,120,35,2,car,0.9333776831626892,1717.11474609375,203.38381958007807,1857.600341796875,598.577880859375,1920,1080,25.0,1787.3575439453125,400.98085021972656,,
video,121,29,2,car,0.8710587620735168,960.1495971679688,23.969282150268555,1479.9212646484375,323.88116455078125,1920,1080,25.0,1220.0354309082031,173.9252233505249,2.0,3.0
video,121,35,2,car,0.9382975101470948,1702.8209228515625,183.63446044921875,1852.2825927734373,571.961181640625,1920,1080,25.0,1777.5517578125,377.7978210449219,,
video,122,29,2,car,0.8939459323883057,961.4323120117188,0.0,1451.84912109375,291.6026611328125,1920,1080,25.0,1206.6407165527344,145.80133056640625,2.0,3.0
video,122,35,2,car,0.9372658133506776,1688.5323486328125,163.9960174560547,1846.9461669921875,541.743408203125,1920,1080,25.0,1767.7392578125,352.86971282958984,,
video,123,29,2,car,0.8996613621711731,970.0694580078124,0.0,1418.005126953125,265.53515625,1920,1080,25.0,1194.0372924804688,132.767578125,2.0,3.0
video,123,35,2,car,0.9399765133857728,1674.0784912109375,145.66807556152344,1842.673828125,513.9547119140625,1920,1080,25.0,1758.3761596679688,329.81139373779297,,
video,124,29,2,car,0.8740299940109253,980.5541381835938,0.0,1383.7869873046875,242.08555603027344,1920,1080,25.0,1182.1705627441406,121.04277801513672,2.0,3.0
video,124,35,2,car,0.9311882853507996,1660.2574462890625,127.8620147705078,1838.7781982421875,484.0958862304688,1920,1080,25.0,1749.517822265625,305.9789505004883,,
video,125,29,2,car,0.8755701184272766,994.2622680664062,0.0,1345.4095458984375,212.78082275390625,1920,1080,25.0,1169.835906982422,106.39041137695312,2.0,3.0
video,125,35,2,car,0.929327666759491,1646.2830810546875,110.47823333740234,1836.237060546875,457.2709045410156,1920,1080,25.0,1741.2600708007812,283.874568939209,,
video,126,29,2,car,0.8804199695587158,1004.9464111328124,0.0,1313.007080078125,188.40809631347656,1920,1080,25.0,1158.9767456054688,94.20404815673828,2.0,3.0
video,126,35,2,car,0.9263409972190856,1631.864990234375,93.01554107666016,1833.7960205078125,430.7395629882813,1920,1080,25.0,1732.8305053710938,261.8775520324707,,
video,127,29,2,car,0.872667670249939,1011.7643432617188,0.0,1286.40185546875,167.5603485107422,1920,1080,25.0,1149.0830993652344,83.7801742553711,2.0,3.0
video,127,35,2,car,0.9273845553398132,1617.7259521484375,75.98760223388672,1830.820068359375,402.6484375,1920,1080,25.0,1724.2730102539062,239.31801986694336,,
video,128,29,2,car,0.8538717031478882,1017.2680053710938,0.0,1262.989990234375,148.69325256347656,1920,1080,25.0,1140.1289978027344,74.34662628173828,2.0,3.0
video,128,35,2,car,0.9318238496780396,1602.2564697265625,57.6425895690918,1830.1788330078125,379.8790588378906,1920,1080,25.0,1716.2176513671875,218.7608242034912,,
video,129,29,2,car,0.8572765588760376,1026.9583740234375,0.0,1237.9759521484375,124.30133819580078,1920,1080,25.0,1132.4671630859375,62.15066909790039,2.0,3.0
video,129,35,2,car,0.9264236688613892,1588.4554443359375,42.53336715698242,1829.77978515625,358.1425170898437,1920,1080,25.0,1709.1176147460938,200.33794212341303,,
video,130,29,2,car,0.4048102796077728,1031.22998046875,0.0,1213.310546875,102.6226577758789,1920,1080,25.0,1122.270263671875,51.31132888793945,2.0,3.0
video,130,35,2,car,0.9232009053230286,1576.298583984375,28.246257781982425,1827.18896484375,331.0872802734375,1920,1080,25.0,1701.7437744140625,179.66676902770996,,
video,131,29,2,car,0.6926189064979553,1043.602294921875,0.0,1202.0296630859375,85.31234741210938,1920,1080,25.0,1122.8159790039062,42.65617370605469,2.0,3.0
video,131,35,2,car,0.9194287061691284,1559.509765625,7.119747638702393,1823.9239501953125,304.8012084960937,1920,1080,25.0,1691.7168579101562,155.96047806739804,,
video,132,29,2,car,0.6197773814201355,1049.46923828125,0.0,1183.807373046875,67.98836517333984,1920,1080,25.0,1116.6383056640625,33.99418258666992,2.0,3.0
video,132,35,2,car,0.9217841029167176,1539.5655517578125,0.0,1811.075927734375,283.9218444824219,1920,1080,25.0,1675.3207397460938,141.96092224121094,,
video,133,29,2,car,0.7565898299217224,1051.6112060546875,0.0,1170.301025390625,55.128326416015625,1920,1080,25.0,1110.9561157226562,27.56416320800781,2.0,3.0
video,133,35,2,car,0.931325912475586,1519.3206787109375,0.0,1795.160400390625,269.6664123535156,1920,1080,25.0,1657.2405395507812,134.8332061767578,,
video,134,35,2,car,0.9024410247802734,1503.6978759765625,0.0,1774.74560546875,249.9316253662109,1920,1080,25.0,1639.2217407226562,124.96581268310544,,
video,135,35,2,car,0.8925775289535522,1485.3472900390625,0.0,1758.2254638671875,239.8836975097656,1920,1080,25.0,1621.786376953125,119.9418487548828,,
video,136,35,2,car,0.8743704557418823,1476.651611328125,0.0,1732.14453125,211.5604248046875,1920,1080,25.0,1604.3980712890625,105.78021240234376,,
video,137,35,2,car,0.8887314200401306,1464.474853515625,0.0,1709.0662841796875,189.9768218994141,1920,1080,25.0,1586.7705688476562,94.98841094970705,,
video,138,35,2,car,0.8878681659698486,1454.4532470703125,0.0,1688.5316162109375,170.67153930664062,1920,1080,25.0,1571.492431640625,85.33576965332031,,
video,139,35,2,car,0.8315246105194092,1448.850830078125,0.0,1668.326416015625,150.25869750976562,1920,1080,25.0,1558.588623046875,75.12934875488281,,
video,140,35,2,car,0.8031759262084961,1441.697509765625,0.0,1649.569580078125,132.5512237548828,1920,1080,25.0,1545.633544921875,66.2756118774414,,
video,141,35,2,car,0.739503026008606,1433.4830322265625,0.0,1632.0211181640625,117.55119323730467,1920,1080,25.0,1532.7520751953125,58.77559661865234,,
video,142,35,2,car,0.6634851694107056,1431.5322265625,0.0,1612.8951416015625,99.18511962890624,1920,1080,25.0,1522.2136840820312,49.59255981445312,,
video,143,35,2,car,0.569109320640564,1431.9443359375,0.0,1604.8602294921875,88.112548828125,1920,1080,25.0,1518.4022827148438,44.0562744140625,,
video,144,35,2,car,0.7127735614776611,1435.3251953125,0.0,1588.8687744140625,71.66081237792969,1920,1080,25.0,1512.0969848632812,35.830406188964844,,
video,145,35,2,car,0.6871538162231445,1437.10498046875,0.0,1574.6416015625,58.75722122192383,1920,1080,25.0,1505.873291015625,29.37861061096192,,
video,163,42,2,car,0.8305850028991699,1870.5897216796875,448.382568359375,1912.5152587890625,663.0455322265625,1920,1080,25.0,1891.552490234375,555.7140502929688,,
video,164,42,2,car,0.8636382222175598,1858.3731689453125,418.1829833984375,1903.0631103515625,643.1594848632812,1920,1080,25.0,1880.7181396484373,530.6712341308594,,
video,165,42,2,car,0.8877314925193787,1845.59716796875,387.8825073242188,1893.979736328125,623.4021606445312,1920,1080,25.0,1869.7884521484373,505.642333984375,,
video,166,42,2,car,0.8954825401306152,1830.0882568359373,359.48028564453125,1885.72607421875,617.5969848632812,1920,1080,25.0,1857.907165527344,488.5386352539063,,
video,167,42,2,car,0.8873097896575928,1814.617431640625,334.6231994628906,1879.4832763671875,618.460693359375,1920,1080,25.0,1847.0503540039065,476.5419464111328,,
video,168,42,2,car,0.8959783315658569,1799.559814453125,311.599853515625,1873.972412109375,615.54931640625,1920,1080,25.0,1836.76611328125,463.5745849609375,,
video,169,42,2,car,0.9127930998802184,1784.561279296875,289.189208984375,1869.9412841796875,613.2716064453125,1920,1080,25.0,1827.2512817382808,451.23040771484375,,
video,170,42,2,car,0.8862828612327576,1769.0880126953125,273.5111694335937,1866.5162353515625,616.161865234375,1920,1080,25.0,1817.8021240234373,444.8365173339844,,
video,171,42,2,car,0.9009738564491272,1750.0616455078125,255.612548828125,1867.9241943359373,646.4013061523438,1920,1080,25.0,1808.992919921875,451.0069274902344,,
video,172,42,2,car,0.9242388606071472,1733.9010009765625,238.9847412109375,1866.37255859375,650.8113403320312,1920,1080,25.0,1800.1367797851562,444.8980407714844,,
video,173,42,2,car,0.936505138874054,1720.05029296875,222.5415954589844,1863.5953369140625,638.7244873046875,1920,1080,25.0,1791.8228149414062,430.633041381836,,
video,174,42,2,car,0.9454995393753052,1708.025146484375,208.2338714599609,1859.7646484375,615.8624877929688,1920,1080,25.0,1783.8948974609375,412.0481796264648,,
video,175,42,2,car,0.9449031352996826,1695.8087158203125,191.5516357421875,1856.6536865234373,591.5072631835938,1920,1080,25.0,1776.231201171875,391.5294494628906,,
video,176,42,2,car,0.9334183931350708,1683.1026611328125,175.9203643798828,1854.01025390625,569.1592407226562,1920,1080,25.0,1768.5564575195312,372.53980255126953,,
video,177,42,2,car,0.9379886388778688,1670.6947021484375,162.1375274658203,1850.3941650390625,543.5582275390625,1920,1080,25.0,1760.54443359375,352.8478775024414,,
video,178,42,2,car,0.9327723979949952,1659.751708984375,148.561279296875,1849.5079345703125,521.6474609375,1920,1080,25.0,1754.6298217773438,335.1043701171875,,
video,179,42,2,car,0.9414342045783995,1648.8634033203125,135.15440368652344,1848.1131591796875,498.4210205078125,1920,1080,25.0,1748.48828125,316.787712097168,,
video,180,42,2,car,0.9348382353782654,1638.2303466796875,123.40574645996094,1846.8834228515625,476.72900390625,1920,1080,25.0,1742.556884765625,300.06737518310547,,
video,181,42,2,car,0.9278170466423036,1627.3800048828125,110.52803802490234,1846.57177734375,456.5568542480469,1920,1080,25.0,1736.9758911132812,283.5424461364746,,
video,181,44,2,car,0.2232160717248916,458.7799682617188,785.3805541992188,1425.9952392578125,1078.3140869140625,1920,1080,25.0,942.3876037597656,931.8473205566406,,
video,182,42,2,car,0.9330691695213318,1616.9281005859375,99.0615234375,1846.0491943359373,436.8001098632813,1920,1080,25.0,1731.4886474609375,267.9308166503906,,
video,183,42,2,car,0.92717444896698,1606.0189208984375,85.90403747558594,1846.8948974609373,419.0712585449219,1920,1080,25.0,1726.4569091796875,252.4876480102539,,
video,184,42,2,car,0.929597020149231,1596.0841064453125,72.82374572753906,1847.38623046875,399.9042053222656,1920,1080,25.0,1721.7351684570312,236.3639755249024,,
video,185,42,2,car,0.9357320666313172,1587.1431884765625,61.719947814941406,1846.9698486328125,380.2815246582031,1920,1080,25.0,1717.0565185546875,221.0007362365723,,
video,185,44,2,car,0.5628529787063599,101.41378021240234,557.304443359375,1743.8612060546875,1075.2088623046875,1920,1080,25.0,922.6374931335448,816.2566528320312,,
video,186,42,2,car,0.8749538064002991,1566.3419189453125,50.45034408569336,1859.0032958984373,396.3381042480469,1920,1080,25.0,1712.672607421875,223.3942241668701,,
video,186,46,2,car,0.8995810151100159,605.049560546875,511.3591918945313,1223.4713134765625,1064.253662109375,1920,1080,25.0,914.2604370117188,787.8064270019531,3.0,2.0
video,187,42,2,car,0.8475410342216492,1557.8162841796875,39.297950744628906,1860.2777099609373,382.3766784667969,1920,1080,25.0,1709.0469970703125,210.8373146057129,,
video,187,46,2,car,0.9060988426208496,604.7323608398438,465.6255798339844,1201.688720703125,1002.1348876953124,1920,1080,25.0,903.2105407714844,733.8802337646484,3.0,2.0
video,188,42,2,car,0.9170211553573608,1555.6697998046875,28.118751525878903,1854.203125,349.9103698730469,1920,1080,25.0,1704.9364624023438,189.0145606994629,,
video,188,46,2,car,0.8713032603263855,611.98828125,420.8820190429688,1173.9825439453125,929.087158203125,1920,1080,25.0,892.9854125976562,674.9845886230469,3.0,2.0
video,189,42,2,car,0.9258019328117372,1549.362060546875,15.365909576416016,1852.566162109375,326.73779296875,1920,1080,25.0,1700.964111328125,171.051851272583,,
video,189,46,2,car,0.891467273235321,620.2669677734375,381.5250244140625,1146.331787109375,860.375244140625,1920,1080,25.0,883.2993774414062,620.9501342773438,3.0,2.0
video,190,42,2,car,0.9183355569839478,1537.8536376953125,3.84516954421997,1851.826416015625,313.6995849609375,1920,1080,25.0,1694.8400268554688,158.77237725257874,,
video,190,46,2,car,0.8418776392936707,626.5863037109375,342.9647216796875,1124.1463623046875,799.0038452148438,1920,1080,25.0,875.3663330078125,570.9842834472656,3.0,2.0
video,191,42,2,car,0.919079840183258,1530.8526611328125,0.0,1844.0521240234373,294.70379638671875,1920,1080,25.0,1687.452392578125,147.35189819335938,,
video,191,46,2,car,0.8999738097190857,635.7079467773438,307.529052734375,1099.4537353515625,735.20263671875,1920,1080,25.0,867.5808410644531,521.3658447265625,3.0,2.0
video,192,42,2,car,0.9088743925094604,1520.7874755859375,0.0,1835.073486328125,282.6246337890625,1920,1080,25.0,1677.9304809570312,141.31231689453125,,
video,192,46,2,car,0.9031105041503906,644.1561279296875,276.4901428222656,1080.7269287109375,681.5214233398438,1920,1080,25.0,862.4415283203125,479.0057830810547,3.0,2.0
video,193,42,2,car,0.9197951555252076,1511.5692138671875,0.0,1824.880859375,271.29107666015625,1920,1080,25.0,1668.2250366210938,135.64553833007812,,
video,193,46,2,car,0.811678946018219,651.526123046875,245.7699279785156,1062.6278076171875,628.908203125,1920,1080,25.0,857.0769653320312,437.3390655517578,3.0,2.0
video,194,42,2,car,0.9322913885116576,1502.1036376953125,0.0,1814.6416015625,262.45184326171875,1920,1080,25.0,1658.3726196289062,131.22592163085938,,
video,194,46,2,car,0.9144352078437804,652.9918212890625,215.2425079345703,1045.6400146484375,582.8165283203125,1920,1080,25.0,849.31591796875,399.0295181274414,3.0,2.0
video,195,42,2,car,0.8884463310241699,1494.786376953125,0.0,1805.8868408203125,253.6593780517578,1920,1080,25.0,1650.3366088867188,126.8296890258789,,
video,195,46,2,car,0.9097732305526732,653.8463134765625,183.71109008789065,1032.8013916015625,539.91943359375,1920,1080,25.0,843.3238525390625,361.8152618408203,3.0,2.0
video,196,42,2,car,0.8755147457122803,1490.785888671875,0.0,1792.7415771484375,238.61627197265625,1920,1080,25.0,1641.7637329101562,119.30813598632812,,
video,196,46,2,car,0.8754076957702637,659.010498046875,157.26229858398438,1018.1699829101562,495.7580871582031,1920,1080,25.0,838.5902404785156,326.5101928710937,3.0,2.0
video,197,42,2,car,0.8956408500671387,1484.8948974609375,0.0,1783.385986328125,229.71925354003903,1920,1080,25.0,1634.1404418945312,114.85962677001952,,
video,197,46,2,car,0.8464836478233337,656.8751831054688,129.8020477294922,1009.685791015625,463.7283020019531,1920,1080,25.0,833.2804870605469,296.76517486572266,3.0,2.0
video,198,42,2,car,0.8742372393608093,1480.5059814453125,0.0,1773.5765380859375,219.63735961914065,1920,1080,25.0,1627.041259765625,109.81867980957033,,
video,198,46,2,car,0.8110185265541077,658.1974487304688,102.45960998535156,999.3816528320312,426.7650451660156,1920,1080,25.0,828.78955078125,264.6123275756836,3.0,2.0
video,199,42,2,car,0.8720454573631287,1478.7940673828125,0.0,1762.6417236328125,207.0177154541016,1920,1080,25.0,1620.7178955078125,103.5088577270508,,
video,199,46,2,car,0.8889410495758057,660.9893188476562,79.01113891601562,988.118408203125,391.0296630859375,1920,1080,25.0,824.5538635253906,235.02040100097656,3.0,2.0
video,200,42,2,car,0.84461510181427,1477.36279296875,0.0,1752.1029052734375,194.7914123535156,1920,1080,25.0,1614.7328491210938,97.3957061767578,,
video,200,46,2,car,0.8895540833473206,663.6043701171875,55.696048736572266,978.6158447265624,357.0638427734375,1920,1080,25.0,821.110107421875,206.37994575500488,3.0,2.0
video,201,42,2,car,0.8321422338485718,1475.3126220703125,0.0,1747.5972900390625,188.0222625732422,1920,1080,25.0,1611.4549560546875,94.0111312866211,,
video,201,46,2,car,0.8572890758514404,664.5433349609375,32.26708221435547,974.71630859375,331.1412048339844,1920,1080,25.0,819.6298217773438,181.70414352416992,3.0,2.0
video,202,42,2,car,0.8239976763725281,1466.9439697265625,0.0,1743.4296875,187.88995361328125,1920,1080,25.0,1605.1868286132812,93.94497680664062,,
video,202,46,2,car,0.863045334815979,663.4371948242188,11.525235176086426,963.7869262695312,301.8207397460937,1920,1080,25.0,813.612060546875,156.67298746109006,3.0,2.0
video,203,42,2,car,0.8089368343353271,1471.0128173828125,0.0,1730.931884765625,171.81036376953125,1920,1080,25.0,1600.9723510742188,85.90518188476562,,
video,203,46,2,car,0.8659387826919556,667.57470703125,0.0,952.2929077148438,270.3175048828125,1920,1080,25.0,809.9338073730469,135.15875244140625,3.0,2.0
video,204,42,2,car,0.6457049250602722,1470.423095703125,0.0,1724.5474853515625,164.2184600830078,1920,1080,25.0,1597.4852905273438,82.1092300415039,,
video,204,46,2,car,0.816632866859436,678.969482421875,0.0,943.3238525390624,245.78982543945312,1920,1080,25.0,811.1466674804688,122.89491271972656,3.0,2.0
video,205,42,2,car,0.636467456817627,1467.2449951171875,0.0,1719.319091796875,159.77818298339844,1920,1080,25.0,1593.2820434570312,79.88909149169922,,
video,205,46,2,car,0.830420970916748,686.7109985351562,0.0,927.8681030273438,220.809310913086,1920,1080,25.0,807.28955078125,110.40465545654298,3.0,2.0
