vehicle_id,raw_speed,frames,gt_speed,final_speed,error_raw,error_final
69,11.307118264724462,44,19.82,19.481192656430743,-8.512881735275538,-0.33880734356925757
70,15.767996437225062,28,26.63,27.166902229883107,-10.862003562774937,0.5369022298831077
72,20.164206752434094,24,34.74,34.741194644950745,-14.575793247565908,0.0011946449507433954
73,15.651205544265212,31,23.44,26.965681562247077,-7.78879445573479,3.525681562247076
74,26.796688240361146,17,44.74,46.16839003032297,-17.943311759638856,1.4283900303229657
75,22.27853549326477,23,38.09,38.38400128894359,-15.811464506735234,0.29400128894358346
76,17.05937658409487,26,31.19,29.391839198336548,-14.13062341590513,-1.7981608016634532
77,23.859443748765145,20,40.95,41.10777029679301,-17.090556251234858,0.1577702967930037
78,31.703340347953983,4,48.18,54.62212976914822,-16.476659652046017,6.442129769148224
79,19.86857931850828,25,34.92,34.231853992452024,-15.05142068149172,-0.688146007547978
80,25.09972963192159,20,42.39,43.24467624162624,-17.29027036807841,0.8546762416262368
81,20.30633023442154,21,35.29,34.98606118554739,-14.983669765578458,-0.3039388144526072
82,23.616636229965263,19,40.4,40.68943381693788,-16.783363770034736,0.28943381693787984
83,21.11879209027983,21,36.7,36.3858631129187,-15.581207909720174,-0.31413688708130394
84,27.371499759237008,16,45.87,47.158740858729125,-18.49850024076299,1.2887408587291276
85,21.85103321171396,21,37.65,37.6474516117427,-15.798966788286037,-0.0025483882572956418
86,24.28093844241285,18,42.86,41.83396941653082,-18.57906155758715,-1.0260305834691792
87,28.396166740629543,16,48.45,48.92415397335686,-20.05383325937046,0.47415397335685583
88,25.02951059552188,19,41.97,43.12369487889305,-16.940489404478118,1.1536948788930488
89,26.02136045669571,19,46.37,44.83256691678999,-20.348639543304287,-1.5374330832100043
90,29.065137098917155,15,49.76,50.07673238689484,-20.694862901082843,0.3167323868948415
92,31.442021113241164,14,53.02,54.17189919429401,-21.57797888675884,1.1518991942940033
94,31.818620340107053,15,52.97,54.820747284591754,-21.151379659892946,1.8507472845917547
95,28.99628113503668,17,51.07,49.958099480924034,-22.073718864963322,-1.1119005190759665
96,26.862374759427603,17,47.98,46.2815622553678,-21.117625240572394,-1.6984377446321943
97,28.058034187418382,15,47.74,48.3415806546477,-19.68196581258162,0.601580654647698
98,31.9346114302416,12,53.59,55.02058996072172,-21.655388569758404,1.4305899607217185
99,30.441690790145525,9,54.07,52.44841604960165,-23.628309209854475,-1.6215839503983531
100,30.22227917728781,16,49.24,52.07038870425456,-19.017720822712192,2.8303887042545597
101,32.27389579130947,12,55.71,55.60514774534292,-23.43610420869053,-0.10485225465708226
102,29.13019614888969,9,50.88,50.188823536636626,-21.74980385111031,-0.6911764633633766
103,29.54672040604609,14,51.52,50.90645902162625,-21.97327959395391,-0.6135409783737558
104,29.26856856499638,15,48.9,50.42722731321337,-19.63143143500362,1.5272273132133733
105,31.90523475101609,15,52.97,54.9699764680351,-21.06476524898391,1.9999764680351007
106,29.17336606405061,15,49.97,50.26320158898577,-20.796633935949387,0.29320158898577375
107,32.00728380622842,14,54.33,55.14579821664106,-22.322716193771576,0.8157982166410633
108,28.27225014022816,17,49.79,48.7106563244218,-21.51774985977184,-1.079343675578201
109,29.203058313791903,15,48.42,50.314358782540346,-19.2169416862081,1.894358782540344
110,30.363261454739277,15,53.69,52.313289047549176,-23.32673854526072,-1.3767109524508214
