vehicle_id,lane,speed,frame_start,frame_end,initial_frame,x,y,w,h,moto,plate,radar,sema
106,3,48.4,6235,6275,6235,1658,946,126,37,False,True,True,False
107,3,51.96,6339,6379,6339,1670,861,137,46,False,False,True,False
108,1,21.13,7396,7436,7396,77,910,117,45,False,True,True,True
109,2,22.89,7423,7463,7423,870,941,126,44,False,True,True,True
110,3,20.7,7429,7469,7429,1657,878,114,38,False,True,True,True
111,1,41.17,7510,7550,7510,88,920,122,48,False,True,True,False
112,2,22.76,7526,7566,7526,930,925,114,36,False,True,True,False
113,3,35.38,7535,7575,7535,1790,860,108,40,False,True,True,False
114,2,27.77,7595,7635,7595,905,926,129,41,False,True,True,False
115,1,45.56,7671,7711,7671,116,924,113,38,False,True,True,False
116,2,45.98,7742,7782,7742,917,961,130,40,False,True,True,False
117,1,53.63,7746,7786,7746,65,889,110,30,False,True,True,False
118,3,49.76,7796,7836,7796,1778,848,112,41,False,True,True,False
119,1,56.2,7844,7884,7844,313,922,150,45,False,True,True,False
120,3,50.98,7848,7888,7848,1717,882,120,36,False,True,True,False
121,2,56.66,7878,7918,7878,800,912,120,36,False,True,True,False
122,1,52.35,7892,7932,7892,12,912,109,42,False,True,True,False
123,3,53.28,7976,8016,7976,1698,845,134,42,False,True,True,False
124,1,58.9,7977,8017,7977,36,890,136,49,False,True,True,False
125,2,52.04,7983,8023,7983,764,886,124,40,False,True,True,False
126,3,47.28,8087,8127,8087,1780,844,114,48,False,True,True,False
127,1,53.27,8126,8166,8126,74,873,133,45,False,True,True,False
128,2,46.66,8157,8197,8157,882,912,120,41,False,True,True,False
129,2,46.65,8199,8239,8199,769,917,117,42,False,True,True,False
130,3,50.27,8207,8247,8207,1682,852,114,46,False,True,True,False
131,3,51.05,8238,8278,8238,1626,834,114,48,False,True,True,False
132,3,56.14,8287,8327,8287,1770,805,122,48,False,True,True,False
133,2,48.27,8295,8335,8295,845,906,124,49,False,True,True,False
134,1,47.26,8313,8353,8313,18,792,114,42,False,True,True,False
135,2,50.6,8324,8364,8324,810,897,129,44,False,True,True,False
136,3,54.6,8382,8422,8382,1589,838,113,41,False,True,True,False
137,2,54.55,8393,8433,8393,856,886,117,42,False,True,True,False
138,1,49.08,8464,8504,8464,97,858,120,53,False,True,True,False
139,2,46.89,8472,8512,8472,892,842,112,38,False,True,True,False
140,3,49.49,8490,8530,8490,1765,858,116,42,False,True,True,False
141,3,49.77,8522,8562,8522,1604,894,122,38,False,True,True,False
142,2,51.94,8528,8568,8528,782,872,124,40,False,True,True,False
143,3,49.33,8549,8589,8549,1562,900,110,42,False,True,True,False
144,2,49.08,8552,8592,8552,817,872,118,45,False,True,True,False
145,2,49.66,8610,8650,8610,822,910,128,40,False,True,True,False
146,3,47.66,8637,8677,8637,1645,933,105,24,False,True,True,False
147,2,51.94,8663,8703,8663,688,785,109,44,False,True,True,False
148,3,47.44,8686,8726,8686,1712,928,113,34,False,True,True,False
149,1,48.51,8689,8729,8689,69,861,121,44,False,True,True,False
150,2,49.41,8703,8743,8703,761,888,122,45,False,True,True,False
151,3,50.0,8725,8765,8725,1593,897,116,41,False,True,True,False
152,2,53.45,8765,8805,8765,722,781,137,38,False,True,True,False
