vehicle_id,lane,speed,frame_start,frame_end,initial_frame,x,y,w,h,moto,plate,radar,sema
57,3,53.87,3223,3263,3223,1760,774,91,25,False,True,True,False
58,2,50.06,3225,3265,3225,897,924,115,28,False,True,True,False
59,3,51.47,3257,3297,3257,1540,885,101,30,False,True,True,False
60,3,55.25,3339,3379,3339,1586,885,98,26,False,True,True,False
61,2,55.83,3354,3394,3354,848,856,51,38,False,True,True,False
62,3,56.96,3385,3425,3385,1597,871,98,26,False,True,True,False
63,3,56.86,3469,3509,3469,1720,918,96,32,False,True,True,False
64,1,49.07,3479,3519,3479,123,895,102,32,False,True,True,False
65,2,54.43,3500,3540,3500,907,826,114,31,False,True,True,False
66,3,56.86,3508,3548,3508,1622,882,108,28,False,True,True,False
67,1,21.59,4594,4634,4594,8,648,98,28,False,True,True,True
68,2,24.78,4640,4680,4640,782,865,111,34,False,True,True,True
69,3,19.82,4646,4686,4646,1705,801,104,31,False,True,True,True
70,1,26.63,4667,4707,4667,33,854,113,31,False,True,True,False
71,2,30.1,4714,4754,4714,683,882,119,36,False,True,True,False
72,2,34.74,4765,4805,4765,858,893,98,30,False,True,True,False
73,3,23.44,4779,4819,4779,1684,848,104,30,False,True,True,False
74,1,44.74,4802,4842,4802,67,856,102,22,False,True,True,False
75,2,38.09,4827,4867,4827,787,896,114,35,False,True,True,False
76,3,31.19,4829,4869,4829,1641,890,115,33,False,True,True,False
77,2,40.95,4873,4913,4873,867,863,95,32,False,True,True,False
78,1,48.18,4894,4934,4894,20,682,100,20,False,True,True,False
79,3,34.92,4906,4946,4906,1642,891,104,34,False,True,True,False
80,2,42.39,4913,4953,4913,790,768,102,24,False,True,True,False
81,3,35.29,4963,5003,4963,1650,876,94,31,False,True,True,False
82,2,40.4,4990,5030,4990,788,858,102,28,False,True,True,False
83,3,36.7,5026,5066,5026,1632,907,101,28,False,True,True,False
84,2,45.87,5080,5120,5080,791,922,111,28,False,True,True,False
85,2,37.65,5110,5150,5110,1068,871,107,31,False,True,True,False
86,3,42.86,5142,5182,5142,1731,827,100,27,False,True,True,False
87,2,48.45,5162,5202,5162,848,920,104,31,False,True,True,False
88,1,41.97,5171,5211,5171,62,863,106,31,False,True,True,False
89,3,46.37,5174,5214,5174,1752,906,104,35,False,True,True,False
90,2,49.76,5223,5263,5223,844,878,105,24,False,True,True,False
91,2,50.71,5271,5311,5271,805,926,111,26,False,True,True,False
92,1,53.02,5302,5342,5302,45,842,98,27,False,True,True,False
93,3,47.7,5344,5384,5344,1688,858,98,26,False,True,True,False
94,1,52.97,5361,5401,5361,58,878,128,32,False,True,True,False
95,2,51.07,5375,5415,5375,760,921,108,26,False,True,True,False
96,3,47.98,5377,5417,5377,1714,895,105,21,False,True,True,False
97,3,47.74,5426,5466,5426,1658,705,127,44,False,False,True,False
98,1,53.59,5428,5468,5428,58,842,108,24,False,True,True,False
99,2,54.07,5430,5470,5430,868,865,107,23,False,True,True,False
100,1,49.24,5519,5559,5519,36,894,118,28,False,True,True,False
101,2,55.71,5528,5568,5528,890,726,106,26,False,True,True,False
102,3,50.88,5532,5572,5532,1702,873,100,32,False,True,True,False
103,2,51.52,5584,5624,5584,1214,838,103,35,False,True,True,False
104,2,48.9,5615,5655,5615,986,861,111,33,False,True,True,False
105,1,52.97,5647,5687,5647,132,842,110,25,False,True,True,False
106,1,49.97,5711,5751,5711,117,852,110,35,False,True,True,False
107,2,54.33,5738,5778,5738,832,792,106,30,False,True,True,False
108,3,49.79,5754,5794,5754,1655,912,107,34,False,True,True,False
109,1,48.42,5760,5800,5760,63,883,107,33,False,True,True,False
110,3,53.69,5914,5954,5914,1638,806,102,30,False,True,True,False
